attack_arm_id,execution_year,active_log_return,positive
A4__DOWNSIDE_VAR63_LVL,2019,-0.0290354556912615,False
A4__DOWNSIDE_VAR63_LVL,2020,-0.04329744673973122,False
A4__DOWNSIDE_VAR63_LVL,2021,0.014730192260092811,True
A4__RET21_LVL,2009,0.07711494545789921,True
A4__RET21_LVL,2010,-0.011126858004392781,False
A4__RET21_LVL,2011,-0.013383144175812711,False
A4__RET21_LVL,2012,0.006412156382689577,True
A4__RET21_LVL,2013,-0.04569986481529664,False
A4__RET21_LVL,2014,-0.015516410594212545,False
A4__RET21_LVL,2015,-0.019792890545931273,False
A4__RET21_LVL,2016,0.029420207367174732,True
A4__RET21_LVL,2017,-0.028828866269872425,False
A4__RET21_LVL,2018,0.006277896314000218,True
A4__RET21_LVL,2019,-0.03941751548194555,False
A4__RET21_LVL,2020,0.0034885535609165685,True
A4__RET21_LVL,2021,-0.019094849360367788,False
A4__RET126_LVL,2009,0.05640545506399634,True
A4__RET126_LVL,2010,-0.04546371763571682,False
A4__RET126_LVL,2011,0.02302457349623966,True
A4__RET126_LVL,2012,-0.02978792949854871,False
A4__RET126_LVL,2013,-0.03619062387580323,False
A4__RET126_LVL,2014,-0.01836847102222288,False
A4__RET126_LVL,2015,0.005226869028082996,True
A4__RET126_LVL,2016,-0.016527724066881813,False
A4__RET126_LVL,2017,-0.0386029679534955,False
A4__RET126_LVL,2018,-0.02847297099883911,False
A4__RET126_LVL,2019,-0.04525328068625514,False
A4__RET126_LVL,2020,-0.056304219867091915,False
A4__RET126_LVL,2021,0.022262982428859962,True
A4__SMA_GAP_LVL,2009,0.034481588115320774,True
A4__SMA_GAP_LVL,2010,-0.059788046184227915,False
A4__SMA_GAP_LVL,2011,0.003673584557911555,True
A4__SMA_GAP_LVL,2012,-0.06448077987518645,False
A4__SMA_GAP_LVL,2013,-0.02077546085926925,False
A4__SMA_GAP_LVL,2014,-0.014747462029134545,False
A4__SMA_GAP_LVL,2015,-0.0012960106059200366,False
A4__SMA_GAP_LVL,2016,-0.013211651235056937,False
A4__SMA_GAP_LVL,2017,-0.023026239536277943,False
A4__SMA_GAP_LVL,2018,-0.026989663354398064,False
A4__SMA_GAP_LVL,2019,-0.028839143873262085,False
A4__SMA_GAP_LVL,2020,-0.12945058603326728,False
A4__SMA_GAP_LVL,2021,0.07103587619532076,True
A4__DRAWDOWN252_LVL,2009,-0.039582670465863536,False
A4__DRAWDOWN252_LVL,2010,-0.011395431629487397,False
A4__DRAWDOWN252_LVL,2011,0.009195285323447253,True
A4__DRAWDOWN252_LVL,2012,-0.004690356998479882,False
A4__DRAWDOWN252_LVL,2013,0.01970034027971666,True
A4__DRAWDOWN252_LVL,2014,-0.059555345769049875,False
A4__DRAWDOWN252_LVL,2015,-0.03710660470978942,False
A4__DRAWDOWN252_LVL,2016,-0.03887033207041189,False
A4__DRAWDOWN252_LVL,2017,0.03849514746531389,True
A4__DRAWDOWN252_LVL,2018,0.0175566157939719,True
A4__DRAWDOWN252_LVL,2019,-0.04922857619853477,False
A4__DRAWDOWN252_LVL,2020,-0.044766792694469676,False
A4__DRAWDOWN252_LVL,2021,-0.05535830450971943,False
A4__SKEW63_LVL,2009,0.0015792950841894183,True
A4__SKEW63_LVL,2010,0.031067616648810577,True
A4__SKEW63_LVL,2011,-0.0007033623490944815,False
A4__SKEW63_LVL,2012,-0.03163095127911913,False
A4__SKEW63_LVL,2013,0.03980611526175755,True
A4__SKEW63_LVL,2014,-0.015432512764431645,False
A4__SKEW63_LVL,2015,0.005942878205666805,True
A4__SKEW63_LVL,2016,-0.0035842652277286134,False
A4__SKEW63_LVL,2017,0.013504274521281057,True
A4__SKEW63_LVL,2018,0.017432582775736456,True
A4__SKEW63_LVL,2019,0.03951808086158517,True
A4__SKEW63_LVL,2020,-0.02715496290621855,False
A4__SKEW63_LVL,2021,-0.024374045068724745,False
A4__KURT126_LVL,2009,0.008138673616868668,True
A4__KURT126_LVL,2010,-0.00593795386216725,False
A4__KURT126_LVL,2011,-0.06693388197228897,False
A4__KURT126_LVL,2012,-0.004718100271831699,False
A4__KURT126_LVL,2013,-0.011882594922408451,False
A4__KURT126_LVL,2014,-0.00535548839322382,False
A4__KURT126_LVL,2015,-0.04282378186070317,False
A4__KURT126_LVL,2016,0.015331777834658902,True
A4__KURT126_LVL,2017,-0.008340081739395822,False
A4__KURT126_LVL,2018,-0.018824684948055295,False
A4__KURT126_LVL,2019,-0.010460284341007015,False
A4__KURT126_LVL,2020,-0.006827894774847909,False
A4__KURT126_LVL,2021,0.016334831048947396,True
A4__VIX_LEVEL_LVL,2009,-0.028579443502780834,False
A4__VIX_LEVEL_LVL,2010,-0.01961430997866219,False
A4__VIX_LEVEL_LVL,2011,-0.002237733239260381,False
A4__VIX_LEVEL_LVL,2012,-0.025346317655624888,False
A4__VIX_LEVEL_LVL,2013,-0.004606436708065403,False
A4__VIX_LEVEL_LVL,2014,-0.023845966832005475,False
A4__VIX_LEVEL_LVL,2015,-0.08957937397114668,False
A4__VIX_LEVEL_LVL,2016,-0.04360352581680321,False
A4__VIX_LEVEL_LVL,2017,0.05203192512826271,True
A4__VIX_LEVEL_LVL,2018,0.02396170834698569,True
A4__VIX_LEVEL_LVL,2019,-0.06215032871099166,False
A4__VIX_LEVEL_LVL,2020,-0.02884635872736324,False
A4__VIX_LEVEL_LVL,2021,-0.03561270358820867,False
A4__VIX_RV_GAP_LVL,2009,0.024369889459830905,True
A4__VIX_RV_GAP_LVL,2010,-0.018311653490353318,False
A4__VIX_RV_GAP_LVL,2011,-0.07966985386699132,False
A4__VIX_RV_GAP_LVL,2012,0.030154211166844587,True
A4__VIX_RV_GAP_LVL,2013,0.045505832493657826,True
A4__VIX_RV_GAP_LVL,2014,0.025748942019229247,True
A4__VIX_RV_GAP_LVL,2015,-0.03193773235970351,False
A4__VIX_RV_GAP_LVL,2016,-0.01367537356919095,False
A4__VIX_RV_GAP_LVL,2017,-0.014729322717153655,False
A4__VIX_RV_GAP_LVL,2018,-0.06604682173649815,False
A4__VIX_RV_GAP_LVL,2019,0.03683793615930496,True
A4__VIX_RV_GAP_LVL,2020,0.0628074229950772,True
A4__VIX_RV_GAP_LVL,2021,-0.016745348664871217,False
A4__DOWN_VOLUME21_LVL,2009,-0.02460698231240891,False
A4__DOWN_VOLUME21_LVL,2010,0.020759558180732496,True
A4__DOWN_VOLUME21_LVL,2011,0.017682301286360134,True
A4__DOWN_VOLUME21_LVL,2012,0.030527183469939326,True
A4__DOWN_VOLUME21_LVL,2013,-0.016971191015037163,False
A4__DOWN_VOLUME21_LVL,2014,-0.05350689017322345,False
A4__DOWN_VOLUME21_LVL,2015,-0.023056135730743044,False
A4__DOWN_VOLUME21_LVL,2016,0.020901776810858128,True
A4__DOWN_VOLUME21_LVL,2017,0.00047516715537177304,True
A4__DOWN_VOLUME21_LVL,2018,0.02525318934332612,True
A4__DOWN_VOLUME21_LVL,2019,-0.05586242944060241,False
A4__DOWN_VOLUME21_LVL,2020,-0.049780512496444294,False
A4__DOWN_VOLUME21_LVL,2021,-0.018033719152546104,False
A4__VOLUME_SHOCK_LVL,2009,0.05196629856642002,True
A4__VOLUME_SHOCK_LVL,2010,0.02865417194919099,True
A4__VOLUME_SHOCK_LVL,2011,0.006330591401607064,True
A4__VOLUME_SHOCK_LVL,2012,0.02685447764872688,True
A4__VOLUME_SHOCK_LVL,2013,-0.04620510020228144,False
A4__VOLUME_SHOCK_LVL,2014,-0.03887027570441359,False
A4__VOLUME_SHOCK_LVL,2015,-0.07851078186993637,False
A4__VOLUME_SHOCK_LVL,2016,-0.009506526354704593,False
A4__VOLUME_SHOCK_LVL,2017,-0.019664112566527114,False
A4__VOLUME_SHOCK_LVL,2018,0.02807676567929073,True
A4__VOLUME_SHOCK_LVL,2019,-0.0482758239583777,False
A4__VOLUME_SHOCK_LVL,2020,-0.011947011369598207,False
A4__VOLUME_SHOCK_LVL,2021,-0.08128608493985155,False
A4__YC_10Y3M_LVL,2009,0.0910731841919038,True
A4__YC_10Y3M_LVL,2010,-0.0018492252271163218,False
A4__YC_10Y3M_LVL,2011,-0.03654876147404036,False
A4__YC_10Y3M_LVL,2012,-0.013185188411637315,False
A4__YC_10Y3M_LVL,2013,-0.006403233798045187,False
A4__YC_10Y3M_LVL,2014,-0.027319207541706036,False
A4__YC_10Y3M_LVL,2015,-0.001017401920930092,False
A4__YC_10Y3M_LVL,2016,-0.010062737064194638,False
A4__YC_10Y3M_LVL,2017,-0.017513529076830056,False
A4__YC_10Y3M_LVL,2018,0.006519340484985349,True
A4__YC_10Y3M_LVL,2019,-0.021946418993611824,False
A4__YC_10Y3M_LVL,2020,-0.014165035590787432,False
A4__YC_10Y3M_LVL,2021,-0.022491858452717187,False
A4__YC_10Y2Y_LVL,2009,0.11733340360231567,True
A4__YC_10Y2Y_LVL,2010,0.04691247040291863,True
A4__YC_10Y2Y_LVL,2011,-0.07600263036507078,False
A4__YC_10Y2Y_LVL,2012,-0.02157362680759399,False
A4__YC_10Y2Y_LVL,2013,0.04304487309973341,True
A4__YC_10Y2Y_LVL,2014,0.00542260681407937,True
A4__YC_10Y2Y_LVL,2015,-0.0015625265928464194,False
A4__YC_10Y2Y_LVL,2016,-0.016452417039718226,False
A4__YC_10Y2Y_LVL,2017,-0.028716073840045445,False
A4__YC_10Y2Y_LVL,2018,0.010822708246770257,True
A4__YC_10Y2Y_LVL,2019,-0.03594562511615541,False
A4__YC_10Y2Y_LVL,2020,-0.02287840440378725,False
A4__YC_10Y2Y_LVL,2021,-0.03683846885534453,False
A4__RSP_SPY63_LVL,2009,0.002858134271864167,True
A4__RSP_SPY63_LVL,2010,-0.020861061792863164,False
A4__RSP_SPY63_LVL,2011,0.010121653181603126,True
A4__RSP_SPY63_LVL,2012,-0.023367940885153773,False
A4__RSP_SPY63_LVL,2013,0.025204595608021487,True
A4__RSP_SPY63_LVL,2014,-0.009829033671264496,False
A4__RSP_SPY63_LVL,2015,-0.0009012864259082994,False
A4__RSP_SPY63_LVL,2016,0.009702293188761653,True
A4__RSP_SPY63_LVL,2017,-0.015325724289926908,False
A4__RSP_SPY63_LVL,2018,0.005691077218158862,True
A4__RSP_SPY63_LVL,2019,-0.010827465718920192,False
A4__RSP_SPY63_LVL,2020,0.012098094520438174,True
A4__RSP_SPY63_LVL,2021,0.04522975944944326,True
A4__SMA_GAP_D4,2009,-0.017882815555106537,False
A4__SMA_GAP_D4,2010,0.01260495853042665,True
A4__SMA_GAP_D4,2011,0.015964188395659024,True
A4__SMA_GAP_D4,2012,0.05348518531244919,True
A4__SMA_GAP_D4,2013,-0.014958843634272176,False
A4__SMA_GAP_D4,2014,-0.016427757875127312,False
A4__SMA_GAP_D4,2015,-0.01210018361720308,False
A4__SMA_GAP_D4,2016,-0.04533122021752922,False
A4__SMA_GAP_D4,2017,-0.006764956047687273,False
A4__SMA_GAP_D4,2018,-0.01752330694832966,False
A4__SMA_GAP_D4,2019,-0.028940498516852584,False
A4__SMA_GAP_D4,2020,-0.03772390626687577,False
A4__SMA_GAP_D4,2021,-0.031526504313380874,False
A4__RV_RATIO_D4,2009,-0.07871674214030713,False
A4__RV_RATIO_D4,2010,0.005387099650073418,True
A4__RV_RATIO_D4,2011,0.032120986278376444,True
A4__RV_RATIO_D4,2012,0.03968817078323758,True
A4__RV_RATIO_D4,2013,-0.037856428473114795,False
A4__RV_RATIO_D4,2014,-0.020619915140184346,False
A4__RV_RATIO_D4,2015,-0.014161900502768027,False
A4__RV_RATIO_D4,2016,0.0036888942459104845,True
A4__RV_RATIO_D4,2017,-0.020536562227671223,False
A4__RV_RATIO_D4,2018,0.0025892686334972187,True
A4__RV_RATIO_D4,2019,-0.04651304703577232,False
A4__RV_RATIO_D4,2020,0.03080512136044125,True
A4__RV_RATIO_D4,2021,-0.012953907910683612,False
A4__RSP_SPY63_D4,2009,-0.08554628008185472,False
A4__RSP_SPY63_D4,2010,0.005505860710896107,True
A4__RSP_SPY63_D4,2011,-0.03525071410234905,False
A4__RSP_SPY63_D4,2012,-0.022330472749007957,False
A4__RSP_SPY63_D4,2013,-0.014492640719811906,False
A4__RSP_SPY63_D4,2014,0.03625859448429532,True
A4__RSP_SPY63_D4,2015,-0.027938770575408514,False
A4__RSP_SPY63_D4,2016,0.033771957812418124,True
A4__RSP_SPY63_D4,2017,-0.013112528043442498,False
A4__RSP_SPY63_D4,2018,0.022109483643857147,True
A4__RSP_SPY63_D4,2019,0.0020668123734836757,True
A4__RSP_SPY63_D4,2020,0.10327040514440389,True
A4__RSP_SPY63_D4,2021,0.006656270891616439,True
