attack_arm_id,execution_year,weeks,spearman_a4,mean_a4
A4__DRAWDOWN252_LVL,2019,52,-0.597622022255562,0.016898069854201867
A4__DRAWDOWN252_LVL,2020,52,-0.560732087967643,0.012781485524948491
A4__DRAWDOWN252_LVL,2021,48,-0.28405869770338693,0.017723019859471202
A4__SKEW63_LVL,2005,52,0.42055835396567914,0.004365391960692367
A4__SKEW63_LVL,2006,52,0.3681379663621617,0.006313012425426586
A4__SKEW63_LVL,2007,53,-0.44242864054184805,-0.005652030456473077
A4__SKEW63_LVL,2008,52,0.007427644497566805,-0.033552100486821966
A4__SKEW63_LVL,2009,52,0.04857850251856911,0.02153353110060361
A4__SKEW63_LVL,2010,52,0.18671561512848972,0.011027283193251478
A4__SKEW63_LVL,2011,52,0.14923589174421584,0.0025752321173917953
A4__SKEW63_LVL,2012,53,-0.39163038219641993,0.011747689594186738
A4__SKEW63_LVL,2013,52,0.1529924016050542,0.017835034986506636
A4__SKEW63_LVL,2014,52,-0.016989669597882694,0.009932969520971046
A4__SKEW63_LVL,2015,52,0.16050542132673096,-0.002530488964019913
A4__SKEW63_LVL,2016,52,0.09749850593357806,0.01374475890799916
A4__SKEW63_LVL,2017,52,0.33654913344147525,0.016472489157495575
A4__SKEW63_LVL,2018,53,0.1119980648282535,-0.004935964101841604
A4__SKEW63_LVL,2019,52,0.0809357124562452,0.016898069854201867
A4__SKEW63_LVL,2020,52,0.23768462392213777,0.012781485524948491
A4__SKEW63_LVL,2021,48,-0.04928354320451585,0.017723019859471202
A4__KURT126_LVL,2005,52,-0.08264321693844447,0.004365391960692367
A4__KURT126_LVL,2006,52,0.12430632630410654,0.006313012425426586
A4__KURT126_LVL,2007,53,-0.3923560716013546,-0.005652030456473077
A4__KURT126_LVL,2008,52,0.20618116622556135,-0.033552100486821966
A4__KURT126_LVL,2009,52,0.08768035516093228,0.02153353110060361
A4__KURT126_LVL,2010,52,0.223256211047554,0.011027283193251478
A4__KURT126_LVL,2011,52,-0.1832152309399812,0.0025752321173917953
A4__KURT126_LVL,2012,53,0.18787292372198033,0.011747689594186738
A4__KURT126_LVL,2013,52,0.09826688295056774,0.017835034986506636
A4__KURT126_LVL,2014,52,0.2409288824383164,0.009932969520971046
A4__KURT126_LVL,2015,52,-0.11602492956544011,-0.002530488964019913
A4__KURT126_LVL,2016,52,0.0690685563049603,0.01374475890799916
A4__KURT126_LVL,2017,52,-0.14718688636557672,0.016472489157495575
A4__KURT126_LVL,2018,53,-0.10732139977422996,-0.004935964101841604
A4__KURT126_LVL,2019,52,-0.2192435755143857,0.016898069854201867
A4__KURT126_LVL,2020,52,-0.29642277810979256,0.012781485524948491
A4__KURT126_LVL,2021,48,0.11875814155449414,0.017723019859471202
A4__VIX_LEVEL_LVL,2005,52,-0.40333838585118087,0.004365391960692367
A4__VIX_LEVEL_LVL,2006,52,-0.04435621600867679,0.006313012425426586
A4__VIX_LEVEL_LVL,2007,53,-0.11357268129789594,-0.005652030456473077
A4__VIX_LEVEL_LVL,2008,52,-0.10791658665026786,-0.033552100486821966
A4__VIX_LEVEL_LVL,2009,52,-0.07389383365965731,0.02153353110060361
A4__VIX_LEVEL_LVL,2010,52,-0.08614360112695296,0.011027283193251478
A4__VIX_LEVEL_LVL,2011,52,-0.324133956659606,0.0025752321173917953
A4__VIX_LEVEL_LVL,2012,53,-0.3092367861240115,0.011747689594186738
A4__VIX_LEVEL_LVL,2013,52,-0.4499946682751166,0.017835034986506636
A4__VIX_LEVEL_LVL,2014,52,-0.39996584854357675,0.009932969520971046
A4__VIX_LEVEL_LVL,2015,52,-0.38603231529998905,-0.002530488964019913
A4__VIX_LEVEL_LVL,2016,52,-0.45163493554170575,0.01374475890799916
A4__VIX_LEVEL_LVL,2017,52,-0.028004866756813577,0.016472489157495575
A4__VIX_LEVEL_LVL,2018,53,-0.10555174785823497,-0.004935964101841604
A4__VIX_LEVEL_LVL,2019,52,-0.5503286946128233,0.016898069854201867
A4__VIX_LEVEL_LVL,2020,52,-0.5785025185691113,0.012781485524948491
A4__VIX_LEVEL_LVL,2021,48,-0.16745827169092756,0.017723019859471202
A4__VIX_RV_GAP_LVL,2005,52,-0.06053103389396397,0.004365391960692367
A4__VIX_RV_GAP_LVL,2006,52,-0.4885170323572099,0.006313012425426586
A4__VIX_RV_GAP_LVL,2007,53,-0.052572165779712944,-0.005652030456473077
A4__VIX_RV_GAP_LVL,2008,52,-0.1566635362417826,-0.033552100486821966
A4__VIX_RV_GAP_LVL,2009,52,0.24861265260821308,0.02153353110060361
A4__VIX_RV_GAP_LVL,2010,52,-0.12900196363015454,0.011027283193251478
A4__VIX_RV_GAP_LVL,2011,52,-0.2422948860240758,0.0025752321173917953
A4__VIX_RV_GAP_LVL,2012,53,-0.13175294307369778,0.011747689594186738
A4__VIX_RV_GAP_LVL,2013,52,0.07009305899427985,0.017835034986506636
A4__VIX_RV_GAP_LVL,2014,52,0.019977802441731408,0.009932969520971046
A4__VIX_RV_GAP_LVL,2015,52,-0.05105438401775804,-0.002530488964019913
A4__VIX_RV_GAP_LVL,2016,52,-0.05540852044736617,0.01374475890799916
A4__VIX_RV_GAP_LVL,2017,52,0.06360454196192265,0.016472489157495575
A4__VIX_RV_GAP_LVL,2018,53,-0.13747782615707144,-0.004935964101841604
A4__VIX_RV_GAP_LVL,2019,52,0.18902074617945872,0.016898069854201867
A4__VIX_RV_GAP_LVL,2020,52,0.2084009220524204,0.012781485524948491
A4__VIX_RV_GAP_LVL,2021,48,0.2605297438124186,0.017723019859471202
A4__DOWN_VOLUME21_LVL,2005,52,-0.3210108426534619,0.004365391960692367
A4__DOWN_VOLUME21_LVL,2006,52,0.23273286092375992,0.006313012425426586
A4__DOWN_VOLUME21_LVL,2007,53,-0.27503628447024675,-0.005652030456473077
A4__DOWN_VOLUME21_LVL,2008,52,-0.05002988132843848,-0.033552100486821966
A4__DOWN_VOLUME21_LVL,2009,52,0.08213096559378469,0.02153353110060361
A4__DOWN_VOLUME21_LVL,2010,52,-0.07128831213181933,0.011027283193251478
A4__DOWN_VOLUME21_LVL,2011,52,-0.23375736361307947,0.0025752321173917953
A4__DOWN_VOLUME21_LVL,2012,53,0.165376552169005,0.011747689594186738
A4__DOWN_VOLUME21_LVL,2013,52,-0.35746606334841624,0.017835034986506636
A4__DOWN_VOLUME21_LVL,2014,52,-0.6748911465892597,0.009932969520971046
A4__DOWN_VOLUME21_LVL,2015,52,-0.17228720225390592,-0.002530488964019913
A4__DOWN_VOLUME21_LVL,2016,52,-0.10987791342952274,0.01374475890799916
A4__DOWN_VOLUME21_LVL,2017,52,-0.23068385554512078,0.016472489157495575
A4__DOWN_VOLUME21_LVL,2018,53,-0.2863247863247863,-0.004935964101841604
A4__DOWN_VOLUME21_LVL,2019,52,-0.41159395543413296,0.016898069854201867
A4__DOWN_VOLUME21_LVL,2020,52,-0.1420643729189789,0.012781485524948491
A4__DOWN_VOLUME21_LVL,2021,48,-0.4257490230134607,0.017723019859471202
A4__VOLUME_SHOCK_LVL,2005,52,-0.25125928455562196,0.004365391960692367
A4__VOLUME_SHOCK_LVL,2006,52,0.3012891658840604,0.006313012425426586
A4__VOLUME_SHOCK_LVL,2007,53,-0.26987582647960007,-0.005652030456473077
A4__VOLUME_SHOCK_LVL,2008,52,-0.0899854862119013,-0.033552100486821966
A4__VOLUME_SHOCK_LVL,2009,52,-0.009647400324425851,0.02153353110060361
A4__VOLUME_SHOCK_LVL,2010,52,-0.07692307692307693,0.011027283193251478
A4__VOLUME_SHOCK_LVL,2011,52,0.0109280286860753,0.0025752321173917953
A4__VOLUME_SHOCK_LVL,2012,53,0.033623609095307205,0.011747689594186738
A4__VOLUME_SHOCK_LVL,2013,52,-0.2830188679245283,0.017835034986506636
A4__VOLUME_SHOCK_LVL,2014,52,-0.3039357978314693,0.009932969520971046
A4__VOLUME_SHOCK_LVL,2015,52,-0.5078972082301716,-0.002530488964019913
A4__VOLUME_SHOCK_LVL,2016,52,-0.2667975753436353,0.01374475890799916
A4__VOLUME_SHOCK_LVL,2017,52,-0.2629556902586869,0.016472489157495575
A4__VOLUME_SHOCK_LVL,2018,53,-0.016529592001290113,-0.004935964101841604
A4__VOLUME_SHOCK_LVL,2019,52,-0.550926321181593,0.016898069854201867
A4__VOLUME_SHOCK_LVL,2020,52,-0.33851276359600446,0.012781485524948491
A4__VOLUME_SHOCK_LVL,2021,48,-0.5855405992184108,0.017723019859471202
A4__YC_10Y3M_LVL,2005,52,-0.128620520402396,0.004365391960692367
A4__YC_10Y3M_LVL,2006,52,-0.5633141770445876,0.006313012425426586
A4__YC_10Y3M_LVL,2007,53,-0.2967398585113118,-0.005652030456473077
A4__YC_10Y3M_LVL,2008,52,0.08508730804537747,-0.033552100486821966
A4__YC_10Y3M_LVL,2009,52,-0.01733265033640306,0.02153353110060361
A4__YC_10Y3M_LVL,2010,52,-0.38710779117450184,0.011027283193251478
A4__YC_10Y3M_LVL,2011,52,-0.3370546692410393,0.0025752321173917953
A4__YC_10Y3M_LVL,2012,53,-0.21730539971977741,0.011747689594186738
A4__YC_10Y3M_LVL,2013,52,-0.20726605266807105,0.017835034986506636
A4__YC_10Y3M_LVL,2014,52,-0.10936032750182069,0.009932969520971046
A4__YC_10Y3M_LVL,2015,52,-0.25755875209954215,-0.002530488964019913
A4__YC_10Y3M_LVL,2016,52,-0.017978777129211594,0.01374475890799916
A4__YC_10Y3M_LVL,2017,52,-0.1800636291305149,0.016472489157495575
A4__YC_10Y3M_LVL,2018,53,0.02702048858165719,-0.004935964101841604
A4__YC_10Y3M_LVL,2019,52,0.12627309468539175,0.016898069854201867
A4__YC_10Y3M_LVL,2020,52,0.3508008074483885,0.012781485524948491
A4__YC_10Y3M_LVL,2021,48,0.19622009692742928,0.017723019859471202
A4__YC_10Y2Y_LVL,2005,52,-0.11720751879088973,0.004365391960692367
A4__YC_10Y2Y_LVL,2006,52,-0.48888422435928197,0.006313012425426586
A4__YC_10Y2Y_LVL,2007,53,-0.1693787507154201,-0.005652030456473077
A4__YC_10Y2Y_LVL,2008,52,0.1318845549076247,-0.033552100486821966
A4__YC_10Y2Y_LVL,2009,52,-0.04303646207409702,0.02153353110060361
A4__YC_10Y2Y_LVL,2010,52,-0.2863734116111946,0.011027283193251478
A4__YC_10Y2Y_LVL,2011,52,-0.3113112917169928,0.0025752321173917953
A4__YC_10Y2Y_LVL,2012,53,-0.238264248567807,0.011747689594186738
A4__YC_10Y2Y_LVL,2013,52,-0.20272405568488397,0.017835034986506636
A4__YC_10Y2Y_LVL,2014,52,0.04205268360496578,0.009932969520971046
A4__YC_10Y2Y_LVL,2015,52,-0.0729431432907037,-0.002530488964019913
A4__YC_10Y2Y_LVL,2016,52,0.1857893246665185,0.01374475890799916
A4__YC_10Y2Y_LVL,2017,52,-0.25799428124346013,0.016472489157495575
A4__YC_10Y2Y_LVL,2018,53,0.022065797760123664,-0.004935964101841604
A4__YC_10Y2Y_LVL,2019,52,-0.23403132088840378,0.016898069854201867
A4__YC_10Y2Y_LVL,2020,52,0.23921770974822315,0.012781485524948491
A4__YC_10Y2Y_LVL,2021,48,0.3014554588112139,0.017723019859471202
A4__RSP_SPY63_LVL,2005,52,-0.3155468283104243,0.004365391960692367
A4__RSP_SPY63_LVL,2006,52,-0.25936993084606846,0.006313012425426586
A4__RSP_SPY63_LVL,2007,53,0.18126108692146428,-0.005652030456473077
A4__RSP_SPY63_LVL,2008,52,-0.12977034064714418,-0.033552100486821966
A4__RSP_SPY63_LVL,2009,52,0.1378809869375907,0.02153353110060361
A4__RSP_SPY63_LVL,2010,52,-0.11073166567062237,0.011027283193251478
A4__RSP_SPY63_LVL,2011,52,-0.20626654144967133,0.0025752321173917953
A4__RSP_SPY63_LVL,2012,53,0.10449927431059505,0.011747689594186738
A4__RSP_SPY63_LVL,2013,52,0.04157773414155212,0.017835034986506636
A4__RSP_SPY63_LVL,2014,52,-0.005037138222487833,0.009932969520971046
A4__RSP_SPY63_LVL,2015,52,0.439426278493981,-0.002530488964019913
A4__RSP_SPY63_LVL,2016,52,-0.02527106633654913,0.01374475890799916
A4__RSP_SPY63_LVL,2017,52,0.37121147443012037,0.016472489157495575
A4__RSP_SPY63_LVL,2018,53,0.23439767779390422,-0.004935964101841604
A4__RSP_SPY63_LVL,2019,52,0.16989669597882692,0.016898069854201867
A4__RSP_SPY63_LVL,2020,52,-0.05011525655254845,0.012781485524948491
A4__RSP_SPY63_LVL,2021,48,0.3054711246200608,0.017723019859471202
A4__SMA_GAP_D4,2005,52,-0.25467429352002047,0.004365391960692367
A4__SMA_GAP_D4,2006,52,0.20216853069239304,0.006313012425426586
A4__SMA_GAP_D4,2007,53,-0.2342364134816965,-0.005652030456473077
A4__SMA_GAP_D4,2008,52,-0.3074361820199778,-0.033552100486821966
A4__SMA_GAP_D4,2009,52,0.10612140356868437,0.02153353110060361
A4__SMA_GAP_D4,2010,52,0.0704345598907197,0.011027283193251478
A4__SMA_GAP_D4,2011,52,0.08204559036967472,0.0025752321173917953
A4__SMA_GAP_D4,2012,53,-0.18585711981938396,0.011747689594186738
A4__SMA_GAP_D4,2013,52,-0.2848117476308375,0.017835034986506636
A4__SMA_GAP_D4,2014,52,-0.379065995048237,0.009932969520971046
A4__SMA_GAP_D4,2015,52,-0.31324169725945533,-0.002530488964019913
A4__SMA_GAP_D4,2016,52,-0.588406044565867,0.01374475890799916
A4__SMA_GAP_D4,2017,52,0.1990950226244344,0.016472489157495575
A4__SMA_GAP_D4,2018,53,-0.14296081277213352,-0.004935964101841604
A4__SMA_GAP_D4,2019,52,-0.2984717834884317,0.016898069854201867
A4__SMA_GAP_D4,2020,52,-0.12866046273371468,0.012781485524948491
A4__SMA_GAP_D4,2021,48,-0.37299174989144596,0.017723019859471202
A4__RV_RATIO_D4,2005,52,-0.1711773243404764,0.004365391960692367
A4__RV_RATIO_D4,2006,52,0.4290105011525655,0.006313012425426586
A4__RV_RATIO_D4,2007,53,-0.15207224641186906,-0.005652030456473077
A4__RV_RATIO_D4,2008,52,0.22846409971826173,-0.033552100486821966
A4__RV_RATIO_D4,2009,52,-0.03918722786647315,0.02153353110060361
A4__RV_RATIO_D4,2010,52,0.06147016135917356,0.011027283193251478
A4__RV_RATIO_D4,2011,52,0.22035345342781523,0.0025752321173917953
A4__RV_RATIO_D4,2012,53,0.5016126431220771,0.011747689594186738
A4__RV_RATIO_D4,2013,52,-0.38982327328609234,0.017835034986506636
A4__RV_RATIO_D4,2014,52,-0.3985315461453086,0.009932969520971046
A4__RV_RATIO_D4,2015,52,0.14061299410910955,-0.002530488964019913
A4__RV_RATIO_D4,2016,52,-0.06445829420302228,0.01374475890799916
A4__RV_RATIO_D4,2017,52,-0.13514897976607188,0.016472489157495575
A4__RV_RATIO_D4,2018,53,0.011207869698435737,-0.004935964101841604
A4__RV_RATIO_D4,2019,52,-0.2346111158541791,0.016898069854201867
A4__RV_RATIO_D4,2020,52,0.1641765559634594,0.012781485524948491
A4__RV_RATIO_D4,2021,48,-0.41174554928354323,0.017723019859471202
A4__RSP_SPY63_D4,2005,52,-0.16784769060018784,0.004365391960692367
A4__RSP_SPY63_D4,2006,52,0.36873559293093144,0.006313012425426586
A4__RSP_SPY63_D4,2007,53,-0.24028382518948554,-0.005652030456473077
A4__RSP_SPY63_D4,2008,52,-0.15598053444890292,-0.033552100486821966
A4__RSP_SPY63_D4,2009,52,-0.4985913088021856,0.02153353110060361
A4__RSP_SPY63_D4,2010,52,0.08896098352258174,0.011027283193251478
A4__RSP_SPY63_D4,2011,52,-0.12729445914795526,0.0025752321173917953
A4__RSP_SPY63_D4,2012,53,0.3643767134333172,0.011747689594186738
A4__RSP_SPY63_D4,2013,52,-0.28233586613164857,0.017835034986506636
A4__RSP_SPY63_D4,2014,52,-0.07615469990608724,0.009932969520971046
A4__RSP_SPY63_D4,2015,52,0.19815589515922477,-0.002530488964019913
A4__RSP_SPY63_D4,2016,52,0.2053274139844617,0.01374475890799916
A4__RSP_SPY63_D4,2017,52,0.2979595321437719,0.016472489157495575
A4__RSP_SPY63_D4,2018,53,-0.06748911465892597,-0.004935964101841604
A4__RSP_SPY63_D4,2019,52,0.2856654998719372,0.016898069854201867
A4__RSP_SPY63_D4,2020,52,0.013147784512934345,0.012781485524948491
A4__RSP_SPY63_D4,2021,48,0.37451150673035166,0.017723019859471202
