process_id,frequency,feature,kind,mean_value,std_value,refits
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS020_VOLUME_SHOCK_50D_x_MKT_XS_DISP21,coefficient,0.0013988768258099591,0.0017892227419152714,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS032_GROSS_PROFIT_AT,coefficient,0.0022408002690691795,0.0014304958849605729,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS032_GROSS_PROFIT_AT_x_MKT_AVG_CORR63,coefficient,-0.0002821838860075552,0.0011964452722551411,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS032_GROSS_PROFIT_AT_x_MKT_DD252_SEVERITY,coefficient,0.0006735190537220454,0.0006207808854371059,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS032_GROSS_PROFIT_AT_x_MKT_LOG_RV21,coefficient,-0.00025974959109506003,0.0008366194797066775,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS032_GROSS_PROFIT_AT_x_MKT_TREND126,coefficient,-0.0008529606251394489,0.0006426427855461328,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS032_GROSS_PROFIT_AT_x_MKT_XS_DISP21,coefficient,-0.0005718049164561795,0.0009060797574700336,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS041_ASSET_GROWTH,coefficient,-0.0022649002982146455,0.002547988771268742,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS041_ASSET_GROWTH_x_MKT_AVG_CORR63,coefficient,0.0016168735945497029,0.0021186763864276844,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS041_ASSET_GROWTH_x_MKT_DD252_SEVERITY,coefficient,-0.0019008951996686244,0.001086816077200148,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS041_ASSET_GROWTH_x_MKT_LOG_RV21,coefficient,0.0018050303187550584,0.0011539788406469932,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS041_ASSET_GROWTH_x_MKT_TREND126,coefficient,-0.0009224385221482077,0.0018845478428131139,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS041_ASSET_GROWTH_x_MKT_XS_DISP21,coefficient,0.0011096668747593147,0.0015275757593385011,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS056_CFO_ACCRUALS_PT,coefficient,0.0008499450494705659,0.0013340667409684993,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS056_CFO_ACCRUALS_PT_x_MKT_AVG_CORR63,coefficient,5.7280745172237684e-05,0.0011605775569930768,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS056_CFO_ACCRUALS_PT_x_MKT_DD252_SEVERITY,coefficient,0.0014994448179866877,0.0009076498696081288,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS056_CFO_ACCRUALS_PT_x_MKT_LOG_RV21,coefficient,0.0008338778431916178,0.0008887243048293322,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS056_CFO_ACCRUALS_PT_x_MKT_TREND126,coefficient,-0.0004384630487722881,0.0005797940514188404,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS056_CFO_ACCRUALS_PT_x_MKT_XS_DISP21,coefficient,0.0010494562600089732,0.0007926908059021799,101
AB_RIDGE__ROLE5_S1_NO_RSP,monthly,XS002_MOM_12_1,coefficient,0.002698896253937661,0.008305039882072273,101
AB_RIDGE__ROLE5_S1_NO_RSP,monthly,XS003_MOM_12_7,coefficient,-0.008902377060980234,0.009594945264457139,101
AB_RIDGE__ROLE5_S1_NO_RSP,monthly,XS008_SAME_MONTH_5Y,coefficient,-0.010416797255296886,0.012131560721549632,101
AB_RIDGE__ROLE5_S1_NO_RSP,monthly,XS008_x_TREND,coefficient,-0.014552052164861743,0.011363557864710641,101
AB_RIDGE__ROLE5_S1_NO_RSP,monthly,XS008_x_TREND2,coefficient,0.004044287922350367,0.007584233138655016,101
